season,team_id,team_name,team_name,team-average-raid-points_match_played,team-avg-points-scored_match_played,team-all-outs-conceded_match_played,team-successful-tackle-percent_match_played,team-super-raid_match_played,team-raid_match_played,team-successful-raid-percent_match_played,team-dod-raid-points_match_played,team-super-tackles_match_played,team-raid-points_match_played,team-successful-raids_match_played,team-total-points-conceded_match_played,team-tackle-points_match_played,team-total-points_match_played,team-successful-tackles-per-match_match_played,team-all-outs-inflicted_match_played,team-average-tackle-points_match_played,team-successful-tackles_match_played,team-average-raid-points_rank,team-avg-points-scored_rank,team-all-outs-conceded_rank,team-successful-tackle-percent_rank,team-super-raid_rank,team-raid_rank,team-successful-raid-percent_rank,team-dod-raid-points_rank,team-super-tackles_rank,team-raid-points_rank,team-successful-raids_rank,team-total-points-conceded_rank,team-tackle-points_rank,team-total-points_rank,team-successful-tackles-per-match_rank,team-all-outs-inflicted_rank,team-average-tackle-points_rank,team-successful-tackles_rank,team-average-raid-points_value,team-avg-points-scored_value,team-all-outs-conceded_value,team-successful-tackle-percent_value,team-super-raid_value,team-raid_value,team-successful-raid-percent_value,team-dod-raid-points_value,team-super-tackles_value,team-raid-points_value,team-successful-raids_value,team-total-points-conceded_value,team-tackle-points_value,team-total-points_value,team-successful-tackles-per-match_value,team-all-outs-inflicted_value,team-average-tackle-points_value,team-successful-tackles_value,team-average-raid-points_points_per_match,team-avg-points-scored_points_per_match,team-all-outs-conceded_points_per_match,team-successful-tackle-percent_points_per_match,team-super-raid_points_per_match,team-raid_points_per_match,team-successful-raid-percent_points_per_match,team-dod-raid-points_points_per_match,team-super-tackles_points_per_match,team-raid-points_points_per_match,team-successful-raids_points_per_match,team-total-points-conceded_points_per_match,team-tackle-points_points_per_match,team-total-points_points_per_match,team-successful-tackles-per-match_points_per_match,team-all-outs-inflicted_points_per_match,team-average-tackle-points_points_per_match,team-successful-tackles_points_per_match,team_name,team_name
5,1,Bengaluru Bulls,Bengaluru Bulls,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,7,8,9,3,11,12,3,6,7,9,6,11,7,9,6,4,7,6,17.86,31.32,25,38.54,5,943,34.99,93,16,393,330,679,202,689,8.41,28,9.18,185,0.8118181818181818,1.4236363636363636,1.1363636363636365,1.7518181818181815,0.2272727272727272,42.86363636363637,1.5904545454545456,4.227272727272728,0.7272727272727273,17.863636363636363,15,30.863636363636363,9.181818181818182,31.318181818181817,0.3822727272727272,1.2727272727272727,0.4172727272727272,8.409090909090908,Bengaluru Bulls,Bengaluru Bulls
5,2,Dabang Delhi K.C.,Dabang Delhi K.C.,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,12,12,2,12,10,8,11,5,11,12,11,6,12,12,12,12,12,12,15.64,27.14,35,32.06,6,973,28.57,94,10,344,278,731,171,597,7.23,18,7.77,159,0.7109090909090909,1.2336363636363636,1.5909090909090908,1.4572727272727273,0.2727272727272727,44.22727272727273,1.2986363636363636,4.2727272727272725,0.4545454545454545,15.636363636363637,12.636363636363637,33.22727272727273,7.772727272727272,27.13636363636364,0.3286363636363636,0.8181818181818182,0.3531818181818181,7.227272727272728,Dabang Delhi K.C.,Dabang Delhi K.C.
5,3,Jaipur Pink Panthers,Jaipur Pink Panthers,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,10,11,7,8,3,11,10,11,12,11,12,8,11,11,11,9,11,11,16.05,28.68,27,35.29,13,962,28.9,83,9,353,278,722,172,631,7.36,22,7.82,162,0.7295454545454546,1.3036363636363637,1.2272727272727273,1.604090909090909,0.5909090909090909,43.72727272727273,1.3136363636363635,3.772727272727273,0.4090909090909091,16.045454545454547,12.636363636363637,32.81818181818182,7.818181818181818,28.681818181818183,0.3345454545454545,1,0.3554545454545454,7.363636363636363,Jaipur Pink Panthers,Jaipur Pink Panthers
5,4,Bengal Warriors,Bengal Warriors,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,4,9,5,9,6,2,4,9,9,3,2,3,10,5,10,5,10,9,18.96,31.17,29,34.81,11,1079,34.29,87,12,455,370,757,193,748,7.54,27,8.04,181,0.79,1.29875,1.2083333333333333,1.450416666666667,0.4583333333333333,44.958333333333336,1.42875,3.625,0.5,18.95833333333333,15.416666666666666,31.541666666666668,8.041666666666666,31.166666666666668,0.3141666666666666,1.125,0.3349999999999999,7.541666666666667,Bengal Warriors,Bengal Warriors
5,5,U Mumba,U Mumba,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,3,4,1,11,8,10,7,12,2,4,9,4,6,7,8,10,6,10,19.05,32.14,36,32.65,10,963,32.71,78,26,419,315,757,202,707,8,21,9.18,176,0.865909091,1.460909090909091,1.6363636363636365,1.4840909090909091,0.4545454545454545,43.77272727272727,1.4868181818181818,3.5454545454545454,1.181818181818182,19.045454545454547,14.318181818181818,34.40909090909091,9.181818181818182,32.13636363636363,0.3636363636363636,0.9545454545454546,0.4172727272727272,8,U Mumba,U Mumba
5,6,Patna Pirates,Patna Pirates,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,1,6,6,1,1,1,4,1,1,1,1,3,1,4,1,4,3,24.5,40.38,29,36.16,26,1173,41.09,95,26,637,482,921,253,1050,8.69,55,9.73,226,0.9423076923076924,1.5530769230769232,1.1153846153846154,1.3907692307692303,1,45.11538461538461,1.5803846153846155,3.6538461538461537,1,24.5,18.53846153846154,35.42307692307692,9.730769231,40.38461538461539,0.3342307692307692,2.1153846153846154,0.3742307692307692,8.692307692307692,Patna Pirates,Patna Pirates
5,7,Puneri Paltan,Puneri Paltan,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,11,5,11,2,4,4,12,1,4,10,10,10,1,3,1,3,1,1,15.79,31.92,23,46.07,12,1042,28.21,119,19,379,294,683,273,766,10.5,32,11.38,252,0.6579166666666666,1.33,0.9583333333333334,1.9195833333333336,0.5,43.41666666666666,1.1754166666666668,4.958333333333333,0.7916666666666666,15.791666666666666,12.25,28.45833333333333,11.375,31.916666666666668,0.4375,1.3333333333333333,0.4741666666666667,10.5,Puneri Paltan,Puneri Paltan
5,8,Telugu Titans,Telugu Titans,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,6,6,8,5,9,9,6,8,8,8,7,9,5,8,5,7,5,5,18.18,31.64,26,37.6,10,971,33.88,89,16,400,329,698,208,696,8.68,25,9.45,191,0.8263636363636363,1.4381818181818182,1.181818181818182,1.7090909090909092,0.4545454545454545,44.13636363636363,1.54,4.045454545454546,0.7272727272727273,18.181818181818183,14.954545454545457,31.727272727272727,9.454545454545457,31.63636363636364,0.3945454545454545,1.1363636363636365,0.4295454545454545,8.681818181818182,Telugu Titans,Telugu Titans
5,28,Haryana Steelers,Haryana Steelers,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,8,7,10,4,5,5,9,2,3,7,8,7,4,6,3,6,3,4,17.57,31.61,23,37.87,12,1030,31.17,105,21,404,321,726,227,727,8.96,27,9.87,206,0.7639130434782608,1.3743478260869566,1,1.6465217391304348,0.5217391304347826,44.78260869565217,1.355217391304348,4.565217391304348,0.9130434782608696,17.565217391304348,13.956521739130435,31.565217391304348,9.869565217391305,31.60869565217391,0.3895652173913044,1.173913043478261,0.4291304347826086,8.956521739130435,Haryana Steelers,Haryana Steelers
5,29,Tamil Thalaivas,Tamil Thalaivas,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,5,10,4,7,12,6,5,7,6,5,4,5,9,10,7,11,8,7,18.59,30.95,31,35.59,5,1015,34.09,91,17,409,346,752,201,681,8.36,19,9.14,184,0.845,1.4068181818181815,1.4090909090909092,1.617727272727273,0.2272727272727272,46.13636363636363,1.5495454545454548,4.136363636363637,0.7727272727272727,18.59090909090909,15.727272727272728,34.18181818181818,9.136363636363637,30.954545454545453,0.3799999999999999,0.8636363636363636,0.4154545454545454,8.363636363636363,Tamil Thalaivas,Tamil Thalaivas
5,30,U.P. Yoddhas,U.P. Yoddhas,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2,2,3,10,2,7,2,10,5,2,3,2,8,4,9,8,9,8,20.04,33.13,32,33.21,23,1002,35.53,83,18,461,356,762,202,762,7.96,23,8.78,183,0.8713043478260869,1.4404347826086958,1.391304347826087,1.443913043478261,1,43.56521739130435,1.5447826086956522,3.608695652173913,0.782608696,20.043478260869566,15.478260869565217,33.130434782608695,8.782608695652174,33.130434782608695,0.3460869565217391,1,0.3817391304347826,7.956521739130435,U.P. Yoddhas,U.P. Yoddhas
5,31,Gujarat Giants,Gujarat Giants,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,9,3,12,1,7,3,8,3,10,6,5,12,2,2,2,2,2,2,16.83,32.29,17,48.69,11,1055,31.47,98,12,404,332,641,254,775,10.08,36,10.58,242,0.7012499999999999,1.3454166666666667,0.7083333333333334,2.02875,0.4583333333333333,43.958333333333336,1.31125,4.083333333333333,0.5,16.833333333333332,13.833333333333334,26.70833333333333,10.583333333333334,32.291666666666664,0.42,1.5,0.4408333333333333,10.083333333333334,Gujarat Giants,Gujarat Giants
2,1,Bengaluru Bulls,Bengaluru Bulls,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,4,2,4,,3,,,1,8,2,2,5,4,2,,1,4,3,15.69,31.69,9,,10,,,81,6,251,202,457,165,507,,13,10.31,158,0.980625,1.980625,0.5625,,0.625,,,5.0625,0.375,15.6875,12.625,28.5625,10.3125,31.6875,,0.8125,0.644375,9.875,Bengaluru Bulls,Bengaluru Bulls
2,2,Dabang Delhi K.C.,Dabang Delhi K.C.,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,5,5,2,,2,,,6,5,7,7,4,7,6,,8,7,6,15.5,28.29,12,,14,,,60,14,217,161,464,136,396,,4,9.71,122,1.1071428571428572,2.020714285714285,0.8571428571428571,,1,,,4.285714285714286,1,15.5,11.5,33.142857142857146,9.714285714285714,28.285714285714285,,0.2857142857142857,0.6935714285714286,8.714285714285714,Dabang Delhi K.C.,Dabang Delhi K.C.
2,3,Jaipur Pink Panthers,Jaipur Pink Panthers,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,2,3,6,,7,,,8,2,4,5,8,5,5,,2,5,5,16.57,31.57,6,,5,,,47,18,232,188,399,142,442,,12,10.14,124,1.1835714285714285,2.255,0.4285714285714285,,0.3571428571428571,,,3.357142857142857,1.2857142857142858,16.571428571428573,13.428571428571429,28.5,10.142857142857142,31.571428571428573,,0.8571428571428571,0.7242857142857143,8.857142857142858,Jaipur Pink Panthers,Jaipur Pink Panthers
2,4,Bengal Warriors,Bengal Warriors,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,8,8,5,,4,,,4,1,8,8,6,6,8,,6,6,7,13.14,26.21,8,,9,,,62,20,184,136,430,137,367,,6,9.79,116,0.9385714285714286,1.872142857142857,0.5714285714285714,,0.6428571428571429,,,4.428571428571429,1.4285714285714286,13.142857142857142,9.714285714285714,30.714285714285715,9.785714285714286,26.214285714285715,,0.4285714285714285,0.6992857142857142,8.285714285714286,Bengal Warriors,Bengal Warriors
2,5,U Mumba,U Mumba,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,6,4,8,,6,,,2,3,3,3,7,1,3,,4,1,1,14.81,30.56,5,,7,,,79,16,237,189,426,196,489,,11,12.25,180,0.925625,1.91,0.3125,,0.4375,,,4.9375,1,14.8125,11.8125,26.625,12.25,30.5625,,0.6875,0.765625,11.25,U Mumba,U Mumba
2,6,Patna Pirates,Patna Pirates,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,7,7,3,,8,,,3,6,5,4,2,3,4,,7,3,4,14.25,27.81,10,,4,,,63,12,228,189,488,166,445,,5,10.38,153,0.890625,1.738125,0.625,,0.25,,,3.9375,0.75,14.25,11.8125,30.5,10.375,27.8125,,0.3125,0.64875,9.5625,Patna Pirates,Patna Pirates
2,7,Puneri Paltan,Puneri Paltan,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,3,6,1,,5,,,7,7,6,6,3,8,7,,5,8,8,15.93,27.93,14,,8,,,56,10,223,173,465,115,391,,7,8.21,104,1.137857142857143,1.995,1,,0.5714285714285714,,,4,0.7142857142857143,15.928571428571429,12.357142857142858,33.214285714285715,8.214285714285714,27.928571428571427,,0.5,0.5864285714285715,7.428571428571429,Puneri Paltan,Puneri Paltan
2,8,Telugu Titans,Telugu Titans,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,1,1,7,,1,,,5,4,1,1,1,2,1,,3,2,2,21.5,36.56,6,,16,,,61,14,344,269,493,174,585,,12,10.88,158,1.34375,2.285,0.375,,1,,,3.8125,0.875,21.5,16.8125,30.8125,10.875,36.5625,,0.75,0.68,9.875,Telugu Titans,Telugu Titans
3,1,Bengaluru Bulls,Bengaluru Bulls,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,7,8,5,,3,,,3,6,7,7,3,8,8,,4,8,8,14.93,25.93,8,,9,,,68,7,209,162,465,101,363,,5,7.21,94,1.0664285714285715,1.852142857142857,0.5714285714285714,,0.6428571428571429,,,4.857142857142857,0.5,14.928571428571429,11.571428571428571,33.214285714285715,7.214285714285714,25.928571428571427,,0.3571428571428571,0.515,6.714285714285714,Bengaluru Bulls,Bengaluru Bulls
3,2,Dabang Delhi K.C.,Dabang Delhi K.C.,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,3,6,2,,6,,,7,5,6,6,1,7,6,,6,7,7,16.64,27.43,12,,5,,,53,13,233,177,526,111,384,,4,7.93,98,1.1885714285714286,1.9592857142857143,0.8571428571428571,,0.3571428571428571,,,3.7857142857142856,0.9285714285714286,16.642857142857142,12.642857142857142,37.57142857142857,7.928571428571429,27.428571428571427,,0.2857142857142857,0.5664285714285714,7,Dabang Delhi K.C.,Dabang Delhi K.C.
3,3,Jaipur Pink Panthers,Jaipur Pink Panthers,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,8,7,6,,4,,,6,1,8,8,7,5,7,,8,5,6,13.79,26,7,,8,,,58,16,193,151,427,117,364,,3,8.36,100,0.985,1.8571428571428568,0.5,,0.5714285714285714,,,4.142857142857143,1.1428571428571428,13.785714285714286,10.785714285714286,30.5,8.357142857142858,26,,0.2142857142857142,0.5971428571428571,7.142857142857143,Jaipur Pink Panthers,Jaipur Pink Panthers
3,4,Bengal Warriors,Bengal Warriors,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,6,5,1,,7,,,4,4,5,2,4,4,4,,7,4,4,15.63,28.75,14,,4,,,68,13,250,218,450,150,460,,4,9.38,137,0.976875,1.796875,0.875,,0.25,,,4.25,0.8125,15.625,13.625,28.125,9.375,28.75,,0.25,0.58625,8.5625,Bengal Warriors,Bengal Warriors
3,5,U Mumba,U Mumba,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,4,3,7,,5,,,5,8,3,3,8,3,3,,3,3,3,15.81,31.38,5,,7,,,59,6,253,210,398,169,502,,13,10.56,163,0.988125,1.96125,0.3125,,0.4375,,,3.6875,0.375,15.8125,13.125,24.875,10.5625,31.375,,0.8125,0.66,10.1875,U Mumba,U Mumba
3,6,Patna Pirates,Patna Pirates,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,1,1,8,,1,,,2,7,1,1,2,2,1,,1,2,1,20.25,37.13,2,,16,,,71,7,324,244,468,182,594,,17,11.38,175,1.265625,2.320625,0.125,,1,,,4.4375,0.4375,20.25,15.25,29.25,11.375,37.125,,1.0625,0.71125,10.9375,Patna Pirates,Patna Pirates
3,7,Puneri Paltan,Puneri Paltan,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,5,2,3,,2,,,1,3,4,5,6,1,2,,2,1,2,15.69,31.88,8,,9,,,86,13,251,206,433,187,510,,13,11.69,174,0.980625,1.9925,0.5,,0.5625,,,5.375,0.8125,15.6875,12.875,27.0625,11.6875,31.875,,0.8125,0.730625,10.875,Puneri Paltan,Puneri Paltan
3,8,Telugu Titans,Telugu Titans,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,2,4,4,,8,,,8,2,2,4,5,6,5,,5,6,5,18.14,30.5,8,,3,,,45,15,254,209,437,117,427,,5,8.36,101,1.2957142857142858,2.1785714285714284,0.5714285714285714,,0.2142857142857142,,,3.2142857142857144,1.0714285714285714,18.142857142857142,14.928571428571429,31.214285714285715,8.357142857142858,30.5,,0.3571428571428571,0.5971428571428571,7.214285714285714,Telugu Titans,Telugu Titans
4,1,Bengaluru Bulls,Bengaluru Bulls,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,8,8,3,,8,,,6,4,8,8,7,7,8,,8,6,8,14.36,25.71,8,,4,,,61,15,201,158,415,124,360,,4,8.86,109,1.0257142857142856,1.8364285714285715,0.5714285714285714,,0.2857142857142857,,,4.357142857142857,1.0714285714285714,14.357142857142858,11.285714285714286,29.642857142857142,8.857142857142858,25.714285714285715,,0.2857142857142857,0.6328571428571428,7.785714285714286,Bengaluru Bulls,Bengaluru Bulls
4,2,Dabang Delhi K.C.,Dabang Delhi K.C.,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,6,4,2,,1,,,1,2,6,7,8,4,5,,7,3,6,16.14,29.93,10,,11,,,86,18,226,166,412,136,419,,5,9.71,116,1.1528571428571428,2.137857142857143,0.7142857142857143,,0.7857142857142857,,,6.142857142857143,1.2857142857142858,16.142857142857142,11.857142857142858,29.428571428571427,9.714285714285714,29.928571428571427,,0.3571428571428571,0.6935714285714286,8.285714285714286,Dabang Delhi K.C.,Dabang Delhi K.C.
4,3,Jaipur Pink Panthers,Jaipur Pink Panthers,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,2,5,8,,5,,,2,3,2,4,4,5,4,,3,8,4,16.88,29.69,4,,6,,,78,16,270,208,451,136,475,,8,8.5,119,1.055,1.855625,0.25,,0.375,,,4.875,1,16.875,13,28.1875,8.5,29.6875,,0.5,0.53125,7.4375,Jaipur Pink Panthers,Jaipur Pink Panthers
4,4,Bengal Warriors,Bengal Warriors,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,7,7,5,,6,,,7,6,7,6,5,6,7,,4,5,5,14.43,27,7,,4,,,61,8,202,171,438,125,378,,7,8.93,117,1.0307142857142857,1.9285714285714288,0.5,,0.2857142857142857,,,4.357142857142857,0.5714285714285714,14.428571428571429,12.214285714285714,31.285714285714285,8.928571428571429,27,,0.5,0.6378571428571428,8.357142857142858,Bengal Warriors,Bengal Warriors
4,5,U Mumba,U Mumba,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,5,6,1,,7,,,8,5,5,5,6,8,6,,6,7,7,16.21,28.57,11,,4,,,42,11,227,189,418,121,400,,6,8.64,110,1.157857142857143,2.040714285714286,0.7857142857142857,,0.2857142857142857,,,3,0.7857142857142857,16.214285714285715,13.5,29.857142857142858,8.642857142857142,28.571428571428573,,0.4285714285714285,0.6171428571428572,7.857142857142857,U Mumba,U Mumba
4,6,Patna Pirates,Patna Pirates,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,4,3,6,,4,,,5,1,4,3,2,1,3,,5,1,2,16.5,30.75,6,,7,,,72,26,264,209,466,172,492,,7,10.75,145,1.03125,1.921875,0.375,,0.4375,,,4.5,1.625,16.5,13.0625,29.125,10.75,30.75,,0.4375,0.671875,9.0625,Patna Pirates,Patna Pirates
4,7,Puneri Paltan,Puneri Paltan,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,1,1,7,,2,,,3,7,1,1,1,3,1,,2,4,3,18.13,32.19,5,,10,,,76,6,290,238,491,147,515,,10,9.19,140,1.133125,2.011875,0.3125,,0.625,,,4.75,0.375,18.125,14.875,30.6875,9.1875,32.1875,,0.625,0.574375,8.75,Puneri Paltan,Puneri Paltan
4,8,Telugu Titans,Telugu Titans,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,3,2,4,,3,,,4,8,3,2,3,2,2,,1,2,1,16.69,31.63,8,,7,,,76,5,267,210,454,162,506,,12,10.13,157,1.043125,1.976875,0.5,,0.4375,,,4.75,0.3125,16.6875,13.125,28.375,10.125,31.625,,0.75,0.633125,9.8125,Telugu Titans,Telugu Titans
8,1,Bengaluru Bulls,Bengaluru Bulls,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,1,4,2,4,3,1,12,2,1,1,2,2,1,3,3,3,2,22.29,37.63,30,41.37,12,992,43.65,38,26,535,433,835,261,903,9.79,34,10.88,235,0.92875,1.5679166666666668,1.25,1.72375,0.5,41.333333333333336,1.81875,1.5833333333333333,1.0833333333333333,22.291666666666668,18.041666666666668,34.791666666666664,10.875,37.625,0.4079166666666666,1.4166666666666667,0.4533333333333333,9.791666666666666,Bengaluru Bulls,Bengaluru Bulls
