,tour_name,result_code,series_id,end_date,event_sub_status,start_date,event_status,winning_margin,venue_id,sport,venue_name,game_id,event_stage,event_name,league_code,series_name,tour_id,venue_gmt_offset,team1_name,team1_score,team1_highlight,team2_name,team2_score,team2_highlight,winner,team1_player1_name,team1_player1_id,team1_player1_value,team1_player1_type,team1_player2_name,team1_player2_id,team1_player2_value,team1_player2_type,team1_player3_name,team1_player3_id,team1_player3_value,team1_player3_type,team1_player4_name,team1_player4_id,team1_player4_value,team1_player4_type,team1_player5_name,team1_player5_id,team1_player5_value,team1_player5_type,team2_player1_name,team2_player1_id,team2_player1_value,team2_player1_type,team2_player2_name,team2_player2_id,team2_player2_value,team2_player2_type,team2_player3_name,team2_player3_id,team2_player3_value,team2_player3_type,win_by_coin_toss,extra_time,golden_raid,team2_player4_name,team2_player4_id,team2_player4_value,team2_player4_type,team2_player5_name,team2_player5_id,team2_player5_value,team2_player5_type
32,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-09 20:30+05:30,Patna Pirates Won by 21 Pts,2019-08-09 20:30+05:30,Match Completed,21,5,kabaddi,"Patliputra Indoor Stadium, Patna",1717,League,Match 33,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Patna Pirates,41,true,U.P. Yoddha,20,false,Patna Pirates,Vikash Jaglan,121,3,all-rounder,Jang Lee,12,5,Raider,Neeraj Kumar,3107,8,Defender,Hadi Oshtorak,249,0,All Rounder,Monu ,3082,2,Raider,Nitesh Kumar,3088,0,Defender,Mohsen Maghsoudlou,567,1,all-rounder,Sumit ,3240,5,Defender,,False,False,Surender Gill,3241,3,Raider,Amit ,3126,0,defender
33,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-10 19:30+05:30,Tamil Thalaivas Won by 6 Pts,2019-08-10 19:30+05:30,Match Completed,6,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1718,League,Match 34,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,28,false,Tamil Thalaivas,34,true,Tamil Thalaivas,Parvesh Bhainswal,357,1,defender,Ankit ,3227,1,Defender,Rohit Gulia,3023,9,All Rounder,Sunil Kumar,368,6,Defender,Sumit ,3226,1,Defender,Rahul Chaudhari,81,4,Raider,Ajay Thakur,26,9,Raider,Ajeet ,3111,0,Defender,,False,False,Shabeer Bappu,105,3,Defender,Ran Singh,160,2,All Rounder
34,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-10 20:30+05:30,Dabang Delhi K.C. Won by 2 Pts,2019-08-10 20:30+05:30,Match Completed,2,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1719,League,Match 35,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Puneri Paltan,30,false,Dabang Delhi K.C.,32,true,Dabang Delhi K.C.,Hadi Tajik,301,1,defender,Surjeet Singh,322,2,Defender,Girish Maruti Ernak,161,4,Defender,Pankaj Mohite,3233,7,Raider,Sanket Sawant,3234,0,Defender,Vijay ,3081,2,all-rounder,Anil Kumar,311,1, ,Joginder Narwal,194,1,Defender,,False,False,Naveen Kumar,2296,11,Raider,Ravinder Pahal,157,3,Defender
35,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-11 19:30+05:30,Haryana Steelers Won by 3 Pts,2019-08-11 19:30+05:30,Match Completed,3,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1720,League,Match 36,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengaluru Bulls,30,false,Haryana Steelers,33,true,Haryana Steelers,Sumit Singh,3104,2,raider,Rohit Kumar,326,12,raider,,,,,,,,,,,,,Dharmaraj Cheralathan,42,3,Defender,Vikas kale,179,6,Defender,Ravi Kumar,240,0,Defender,,False,False,Vinay ,3054,5,Raider,Kuldeep Singh (732),732,2,All Rounder
36,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-11 20:30+05:30,Telugu Titans Won by 6 Pts,2019-08-11 20:30+05:30,Match Completed,6,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1721,League,Match 37,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,24,false,Telugu Titans,30,true,Telugu Titans,Parvesh Bhainswal,357,7,defender,Sunil Kumar,368,0,Defender,Sumit ,3226,0,Defender,More G B,772,3,Raider,,,,,Farhad Milaghardan,482,4,Defender,Vishal Bharadwaj,3083,7,defender,Suraj Desai,3058,2,All Rounder,,False,False,Siddharth Desai,2026,7,Raider,Abozar Mighani,489,3,Defender
37,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-08-12 19:30+05:30,,2019-08-12 19:30+05:30,Match Completed,,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1722,League,Match 38,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,29,false,Telugu Titans,29,false,Unknown,Baldev Singh,621,2,Defender - Right Corner,Mohammad Nabibakhsh,3176,8,All Rounder,Jeeva Kumar,54,2,Defender,Maninder Singh,143,5,raider,K.Prapanjan ,219,4,raider,Farhad Milaghardan,482,3,Defender,Vishal Bharadwaj,3083,2,defender,Suraj Desai,3058,7,All Rounder,,False,False,Abozar Mighani,489,1,Defender,C.Arun ,191,2,Defender
38,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-12 20:30+05:30,U.P. Yoddha Won by 2 Pts,2019-08-12 20:30+05:30,Match Completed,2,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1723,League,Match 39,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,35,true,Bengaluru Bulls,33,false,U.P. Yoddha,Nitesh Kumar,3088,2,Defender,Sumit ,3240,5,Defender,Sachin Kumar,218,0,Defender,Amit ,3126,3,defender,Shrikant Jadhav,106,9,raider,Mohit Sehrawat,3019,0,Defender,Sumit Singh,3104,5,raider,Rohit Kumar,326,4,raider,,False,False,Amit Sheoran,3115,2,Defender,Pawan Kumar,318,15,raider
39,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-14 19:30+05:30,Haryana Steelers Won by 3 Pts,2019-08-14 19:30+05:30,Match Completed,3,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1724,League,Match 40,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,33,false,Haryana Steelers,36,true,Haryana Steelers,Nitesh Kumar,3088,3,Defender,Surender Singh,234,5,Defender,Mohsen Maghsoudlou,567,2,all-rounder,Sumit ,3240,4,Defender,Shrikant Jadhav,106,9,raider,Sunil ,3106,6,Defender - Right Corner,Dharmaraj Cheralathan,42,2,Defender,Vikas kale,179,1,Defender,,False,False,Ravi Kumar,240,2,Defender,Vinay ,3054,3,Raider
40,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-14 20:30+05:30,Bengal Warriors Won by 2 Pts,2019-08-14 20:30+05:30,Match Completed,2,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1725,League,Match 41,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,26,false,Bengal Warriors,28,true,Bengal Warriors,Parvesh Bhainswal,357,2,defender,Sunil Kumar,368,6,Defender,,,,,,,,,,,,,Baldev Singh,621,1,Defender - Right Corner,Mohammad Nabibakhsh,3176,5,All Rounder,Maninder Singh,143,5,raider,,False,False,K.Prapanjan ,219,8,raider,Rinku Narwal,3084,2,Defender
41,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-15 19:30+05:30,Jaipur Pink Panthers Won by 8 Pts,2019-08-15 19:30+05:30,Match Completed,8,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1726,League,Match 42,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Jaipur Pink Panthers,33,true,Puneri Paltan,25,false,Jaipur Pink Panthers,Pavan TR,3021,1,Defender,Deepak Narwal,211,0,Raider,,,,,,,,,,,,,Manjeet ,763,5,raider,Hadi Tajik,301,2,defender,Surjeet Singh,322,3,Defender,,False,False,Girish Maruti Ernak,161,0,Defender,Nitin Tomar,320,3,raider
42,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-16 19:30+05:30,U Mumba Won by 4 Pts,2019-08-16 19:30+05:30,Match Completed,4,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1727,League,Match 43,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,34,true,Patna Pirates,30,false,U Mumba,Fazel Atrachali,259,3,defender,Athul M S,376,8,Raider,Rohit Baliyan,261,9,Raider,Harendra Kumar,3138,0,Defender,,,,,Vikash Jaglan,121,1,all-rounder,Mohammad Mahalli,3175,6,Raider,Jaideep ,579,2,Defender,,False,False,Monu ,3082,0,Raider,,,,
43,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-16 20:30+05:30,Jaipur Pink Panthers Won by 3 Pts,2019-08-16 20:30+05:30,Match Completed,3,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1728,League,Match 44,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,19,false,Jaipur Pink Panthers,22,true,Jaipur Pink Panthers,Pankaj ,3089,6,All Rounder,Parvesh Bhainswal,357,0,defender,Sunil Kumar,368,2,Defender,Ruturaj Koravi,2023,0,Defender,More G B,772,2,Raider,Pavan TR,3021,2,Defender,Vishal ,3159,3,defender,Sandeep Dhull,290,3,Defender,,False,False,Deepak Hooda,41,7,all-rounder,Deepak Narwal,211,1,Raider
44,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-17 19:30+05:30,Bengaluru Bulls Won by 11 Pts,2019-08-17 19:30+05:30,Match Completed,11,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",1729,League,Match 45,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Tamil Thalaivas,21,false,Bengaluru Bulls,32,true,Bengaluru Bulls,Mohit Chhillar,71,1,Defender,Manjeet Chhillar,69,1,All Rounder,Ajay Thakur,26,4,Raider,Ajeet ,3111,2,Defender,Shabeer Bappu,105,3,Defender,Banty ,3029,2,Raider,Ajay ,3096,1, ,Ankit ,3099,2,Defender,,False,False,Rohit Kumar,326,2,raider,Pawan Kumar,318,11,raider
45,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-08-17 20:30+05:30,,2019-08-17 20:30+05:30,Match Completed,,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",1730,League,Match 46,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,30,false,Dabang Delhi K.C.,30,false,Unknown,Baldev Singh,621,0,Defender - Right Corner,Jeeva Kumar,54,4,Defender,Sukesh Hegde,111,3,Raider,Vijin Thangadurai,185,0,Defender,,,,,Vijay ,3081,1,all-rounder,Joginder Narwal,194,4,Defender,Naveen Kumar,2296,11,Raider,,False,False,Vishal Mane,123,0,Defender,Ravinder Pahal,157,2,Defender
46,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-18 19:30+05:30,Telugu Titans Won by 11 Pts,2019-08-18 19:30+05:30,Match Completed,11,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",1731,League,Match 47,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Haryana Steelers,29,false,Telugu Titans,40,true,Telugu Titans,Chand Singh,3221,1,Defender,Parveen ,3100,0,Defender - Left Cover,Vikas kale,179,0,Defender,Vinay ,3054,4,Raider,Naveen ,2357,6,Raider,Rajnish ,2290,0,Raider,Farhad Milaghardan,482,2,Defender,,,,,,False,False,,,,,,,,
47,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-08-18 20:30+05:30,,2019-08-18 20:30+05:30,Match Completed,,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",1732,League,Match 48,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Tamil Thalaivas,31,false,Puneri Paltan,31,false,Unknown,Ajay Thakur,26,1,Raider,Shabeer Bappu,105,0,Defender,Ran Singh,160,4,All Rounder,Sagar ,3236,1,Defender,Vineet Sharma,268,3,Raider,Sagar B Krishna,347,1,All Rounder,Surjeet Singh,322,7,Defender,Girish Maruti Ernak,161,1,Defender,,False,False,,,,,,,,
48,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-19 19:30+05:30,Haryana Steelers Won by 3 Pts,2019-08-19 19:30+05:30,Match Completed,3,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",1733,League,Match 49,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,27,false,Haryana Steelers,30,true,Haryana Steelers,Fazel Atrachali,259,4,defender,Arjun Deshwal,2024,3,Raider,Surinder Singh,3086,1,Defender,Sandeep Narwal,142,5,all-rounder,Harendra Kumar,3138,2,Defender,Chand Singh,3221,3,Defender,Sunil ,3106,3,Defender - Right Corner,Selvamani K ,264,3,raider,,False,False,Vinay ,3054,1,Raider,Naveen ,2357,1,Raider
49,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-19 20:30+05:30,U.P. Yoddha Won by 7 Pts,2019-08-19 20:30+05:30,Match Completed,7,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",1734,League,Match 50,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,31,true,Jaipur Pink Panthers,24,false,U.P. Yoddha,Nitesh Kumar,3088,2,Defender,Sumit ,3240,4,Defender,Surender Gill,3241,8,Raider,Sachin Kumar,218,0,Defender,Amit ,3126,1,defender,Sandeep Dhull,290,1,Defender,Sachin Narwal,3154,0,All Rounder,Nilesh Salunke,293,1,Defender,,False,False,,,,,,,,
50,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-21 19:30+05:30,Puneri Paltan Won by 8 Pts,2019-08-21 19:30+05:30,Match Completed,8,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",1735,League,Match 51,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Puneri Paltan,31,true,Bengaluru Bulls,23,false,Puneri Paltan,Shubham Shinde,3103,1,Defender - Right corner,Amit Kumar Pun,2291,5,All Rounder,Amit Kumar,3110,2, ,,,,,,,,,Banty ,3029,4,Raider,Ajay ,3096,0, ,Ankit ,3099,0,Defender,,False,False,Rohit Kumar,326,7,raider,Amit Sheoran,3115,4,Defender
51,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-21 20:30+05:30,Jaipur Pink Panthers Won by 2 Pts,2019-08-21 20:30+05:30,Match Completed,2,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",1736,League,Match 52,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Tamil Thalaivas,26,false,Jaipur Pink Panthers,28,true,Jaipur Pink Panthers,Mohit Chhillar,71,3,Defender,V Ajith Kumar,3053,2,Raider,Ajay Thakur,26,6,Raider,Vineet Sharma,268,5,Raider,Ponparthiban Subramanian,3101,0, ,Sandeep Dhull,290,2,Defender,Deepak Hooda,41,3,all-rounder,Amit Hooda,212,1,Defender,,False,False,Sunil Siddhgavali,613,2,defender,Nilesh Salunke,293,7,Defender
52,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-22 19:30+05:30,Bengal Warriors Won by 9 Pts,2019-08-22 19:30+05:30,Match Completed,9,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",1737,League,Match 53,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,35,true,Patna Pirates,26,false,Bengal Warriors,Baldev Singh,621,2,Defender - Right Corner,Mohammad Nabibakhsh,3176,4,All Rounder,Jeeva Kumar,54,3,Defender,Maninder Singh,143,10,raider,K.Prapanjan ,219,6,raider,Vikash Jaglan,121,2,all-rounder,Neeraj Kumar,3107,0,Defender,Hadi Oshtorak,249,0,All Rounder,,False,False,Mohammad Mahalli,3175,3,Raider,Jaideep ,579,2,Defender
53,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-23 19:30+05:30,Gujarat Giants Won by 3 Pts,2019-08-23 19:30+05:30,Match Completed,3,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",1738,League,Match 54,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,29,true,Patna Pirates,26,false,Gujarat Giants,Pankaj ,3089,3,All Rounder,Rohit Gulia,3023,10,All Rounder,Sunil Kumar,368,3,Defender,Ruturaj Koravi,2023,2,Defender,Sonu GFG,3128,1,Raider,Vikash Jaglan,121,0,all-rounder,Neeraj Kumar,3107,2,Defender,Hadi Oshtorak,249,3,All Rounder,,False,False,Jaideep ,579,2,Defender,Monu ,3082,3,Raider
54,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-23 20:30+05:30,U Mumba Won by 5 Pts,2019-08-23 20:30+05:30,Match Completed,5,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",1739,League,Match 55,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Tamil Thalaivas,24,false,U Mumba,29,true,U Mumba,Mohit Chhillar,71,3,Defender,Ajay Thakur,26,3,Raider,Ran Singh,160,2,All Rounder,Vineet Sharma,268,0,Raider,Ponparthiban Subramanian,3101,1, ,Fazel Atrachali,259,3,defender,Abhishek Singh,2028,3,Raider,Sandeep Narwal,142,5,all-rounder,,False,False,Rajaguru Subramanian,84,2,Defender,Harendra Kumar,3138,3,Defender
55,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-24 19:30+05:30,Dabang Delhi K.C. Won by 2 Pts,2019-08-24 19:30+05:30,Match Completed,2,8,kabaddi,"Thyagaraj Indoor Stadium, Delhi",1740,League,Match 56,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Dabang Delhi K.C.,33,true,Bengaluru Bulls,31,false,Dabang Delhi K.C.,Vijay ,3081,2,all-rounder,Anil Kumar,311,0, ,Naveen Kumar,2296,13,Raider,Ravinder Pahal,157,4,Defender,Meraj Sheykh,251,5,All Rounder,Mahender Singh,769,3,Defender,Banty ,3029,3,Raider,Rohit Kumar,326,0,raider,,False,False,Ashish Kumar,202,0,all-rounder,Saurabh Nandal,3228,2,Defender
56,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-24 20:30+05:30,Telugu Titans Won by 3 Pts,2019-08-24 20:30+05:30,Match Completed,3,8,kabaddi,"Thyagaraj Indoor Stadium, Delhi",1741,League,Match 57,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Jaipur Pink Panthers,21,false,Telugu Titans,24,true,Telugu Titans,Pavan TR,3021,2,Defender,Nilesh Salunke,293,2,Defender,,,,,,,,,,,,,Farhad Milaghardan,482,4,Defender,Vishal Bharadwaj,3083,8,defender,Suraj Desai,3058,2,All Rounder,,False,False,Siddharth Desai,2026,3,Raider,Abozar Mighani,489,3,Defender
57,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-25 19:30+05:30,Bengaluru Bulls Won by 11 Pts,2019-08-25 19:30+05:30,Match Completed,11,8,kabaddi,"Thyagaraj Indoor Stadium, Delhi",1742,League,Match 58,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Jaipur Pink Panthers,30,false,Bengaluru Bulls,41,true,Bengaluru Bulls,Sandeep Dhull,290,2,Defender,Deepak Hooda,41,1,all-rounder,Sunil Siddhgavali,613,2,defender,Nitin Rawal,3065,8,all-rounder,Ajinkya Ashok Pawar,3097,5,Raider,Mohit Sehrawat,3019,5,Defender,Banty ,3029,0,Raider,Amit Sheoran,3115,0,Defender,,False,False,,,,,,,,
58,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-25 20:30+05:30,Dabang Delhi K.C. Won by 9 Pts,2019-08-25 20:30+05:30,Match Completed,9,8,kabaddi,"Thyagaraj Indoor Stadium, Delhi",1743,League,Match 59,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Dabang Delhi K.C.,36,true,U.P. Yoddha,27,false,Dabang Delhi K.C.,Vijay ,3081,1,all-rounder,Joginder Narwal,194,2,Defender,Naveen Kumar,2296,16,Raider,Vishal Mane,123,1,Defender,Ravinder Pahal,157,5,Defender,Nitesh Kumar,3088,2,Defender,Sumit ,3240,3,Defender,Amit ,3126,2,defender,,False,False,Shrikant Jadhav,106,1,raider,,,,
59,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-26 19:30+05:30,Haryana Steelers Won by 3 Pts,2019-08-26 19:30+05:30,Match Completed,3,8,kabaddi,"Thyagaraj Indoor Stadium, Delhi",1744,League,Match 60,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,33,false,Haryana Steelers,36,true,Haryana Steelers,Baldev Singh,621,0,Defender - Right Corner,Mohammad Nabibakhsh,3176,3,All Rounder,Adarsh T,3095,0,Defender - Left Corner,Jeeva Kumar,54,3,Defender,Maninder Singh,143,15,raider,Chand Singh,3221,1,Defender,Selvamani K ,264,0,raider,Vikash Khandola,366,11,raider,,False,False,,,,,,,,
60,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-26 20:30+05:30,U.P. Yoddha Won by 5 Pts,2019-08-26 20:30+05:30,Match Completed,5,8,kabaddi,"Thyagaraj Indoor Stadium, Delhi",1745,League,Match 61,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,35,true,Puneri Paltan,30,false,U.P. Yoddha,Nitesh Kumar,3088,1,Defender,Sumit ,3240,5,Defender,Surender Gill,3241,5,Raider,Sachin Kumar,218,1,Defender,Amit ,3126,0,defender,Sagar B Krishna,347,0,All Rounder,Shubham Shinde,3103,2,Defender - Right corner,Pankaj Mohite,3233,2,Raider,,False,False,,,,,,,,
61,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-28 19:30+05:30,Haryana Steelers Won by 16 Pts,2019-08-28 19:30+05:30,Match Completed,16,8,kabaddi,"Thyagaraj Indoor Stadium, Delhi",1746,League,Match 62,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,25,false,Haryana Steelers,41,true,Haryana Steelers,Lalit Chaudhary,2306,2, ,GURVINDER SINGH,46,1,All Rounder,Vinod Kumar,764,3,Raider,Parvesh Bhainswal,357,1,defender,Sunil Kumar,368,1,Defender,Prashanth Rai,155,8,raider,,,,,,,,,,False,False,,,,,,,,
62,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-28 20:30+05:30,Dabang Delhi K.C. Won by 16 Pts,2019-08-28 20:30+05:30,Match Completed,16,8,kabaddi,"Thyagaraj Indoor Stadium, Delhi",1747,League,Match 63,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Dabang Delhi K.C.,40,true,U Mumba,24,false,Dabang Delhi K.C.,Vijay ,3081,0,all-rounder,Anil Kumar,311,0, ,Balram ,3222,2,All Rounder,Naveen Kumar,2296,11,Raider,Vishal Mane,123,1,Defender,Arjun Deshwal,2024,7,Raider,Sandeep Narwal,142,6,all-rounder,Rohit Baliyan,261,1,Raider,,False,False,Harendra Kumar,3138,1,Defender,,,,
63,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-29 19:30+05:30,Bengal Warriors Won by 9 Pts,2019-08-29 19:30+05:30,Match Completed,9,8,kabaddi,"Thyagaraj Indoor Stadium, Delhi",1748,League,Match 64,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,35,true,Tamil Thalaivas,26,false,Bengal Warriors,Baldev Singh,621,2,Defender - Right Corner,Mohammad Nabibakhsh,3176,2,All Rounder,Jeeva Kumar,54,1,Defender,Sukesh Hegde,111,1,Raider,Maninder Singh,143,9,raider,Manjeet Chhillar,69,3,All Rounder,Ran Singh,160,0,All Rounder,Sagar ,3236,0,Defender,,False,False,,,,,,,,
64,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-30 19:30+05:30,Puneri Paltan Won by 7 Pts,2019-08-30 19:30+05:30,Match Completed,7,8,kabaddi,"Thyagaraj Indoor Stadium, Delhi",1749,League,Match 65,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Telugu Titans,27,false,Puneri Paltan,34,true,Puneri Paltan,Krushna Madane,274,0,Defender,C.Arun ,191,6,Defender,,,,,,,,,,,,,Sagar B Krishna,347,4,All Rounder,Jadhav Shahaji,3011,1,Defender,Surjeet Singh,322,1,Defender,,False,False,Shubham Shinde,3103,2,Defender - Right corner,Nitin Tomar,320,8,raider
65,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-30 20:30+05:30,Dabang Delhi K.C. Won by 3 Pts,2019-08-30 20:30+05:30,Match Completed,3,8,kabaddi,"Thyagaraj Indoor Stadium, Delhi",1750,League,Match 66,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Dabang Delhi K.C.,38,true,Patna Pirates,35,false,Dabang Delhi K.C.,Vijay ,3081,4,all-rounder,Joginder Narwal,194,2,Defender,Naveen Kumar,2296,15,Raider,Vishal Mane,123,2,Defender,Ravinder Pahal,157,4,Defender,Vikash Jaglan,121,6,all-rounder,Neeraj Kumar,3107,1,Defender,Hadi Oshtorak,249,2,All Rounder,,False,False,Jawahar Dagar,390,2, ,Ashish ,3028,0,Raider
66,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-31 19:30+05:30,Gujarat Giants Won by 9 Pts,2019-08-31 19:30+05:30,Match Completed,9,10,kabaddi,"Kanteerava Indoor Stadium, Bengaluru",1751,League,Match 67,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengaluru Bulls,23,false,Gujarat Giants,32,true,Gujarat Giants,,,,,,,,,,,,,,,,,,,,,Parvesh Bhainswal,357,4,defender,Ankit ,3227,1,Defender,Rohit Gulia,3023,4,All Rounder,,False,False,Sunil Kumar,368,3,Defender,Sumit ,3226,2,Defender
