,tour_name,result_code,series_id,end_date,event_sub_status,start_date,event_status,winning_margin,venue_id,sport,venue_name,game_id,event_stage,event_name,league_code,series_name,tour_id,venue_gmt_offset,team1_name,team1_score,team1_highlight,team2_name,team2_score,team2_highlight,winner,team1_player1_name,team1_player1_id,team1_player1_value,team1_player1_type,team1_player2_name,team1_player2_id,team1_player2_value,team1_player2_type,team1_player3_name,team1_player3_id,team1_player3_value,team1_player3_type,team1_player4_name,team1_player4_id,team1_player4_value,team1_player4_type,team1_player5_name,team1_player5_id,team1_player5_value,team1_player5_type,team2_player1_name,team2_player1_id,team2_player1_value,team2_player1_type,team2_player2_name,team2_player2_id,team2_player2_value,team2_player2_type,team2_player3_name,team2_player3_id,team2_player3_value,team2_player3_type,win_by_coin_toss,extra_time,golden_raid,team2_player4_name,team2_player4_id,team2_player4_value,team2_player4_type,team2_player5_name,team2_player5_id,team2_player5_value,team2_player5_type
67,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-31 20:30+05:30,U Mumba Won by 26 Pts,2019-08-31 20:30+05:30,Match Completed,26,10,kabaddi,"Kanteerava Indoor Stadium, Bengaluru",1752,League,Match 68,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,47,true,Jaipur Pink Panthers,21,false,U Mumba,Fazel Atrachali,259,6,defender,Arjun Deshwal,2024,6,Raider,Harsh Vardhan,3116,0,Defender,Surinder Singh,3086,1,Defender,Athul M S,376,2,Raider,Deepak Hooda,41,3,all-rounder,Deepak Narwal,211,2,Raider,,,,,,False,False,,,,,,,,
68,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-01 19:30+05:30,U.P. Yoddha Won by 3 Pts,2019-09-01 19:30+05:30,Match Completed,3,10,kabaddi,"Kanteerava Indoor Stadium, Bengaluru",1753,League,Match 69,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,32,true,Bengal Warriors,29,false,U.P. Yoddha,Nitesh Kumar,3088,7,Defender,Rishank Devadiga,94,0,Raider,Sumit ,3240,4,Defender,Surender Gill,3241,2,Raider,Amit ,3126,2,defender,Mayur Shivtarkar,3045,2,All Rounder,,,,,,,,,,False,False,,,,,,,,
69,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-01 20:30+05:30,Bengaluru Bulls Won by 6 Pts,2019-09-01 20:30+05:30,Match Completed,6,10,kabaddi,"Kanteerava Indoor Stadium, Bengaluru",1754,League,Match 70,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengaluru Bulls,33,true,Tamil Thalaivas,27,false,Bengaluru Bulls,Ajay ,3096,0, ,Ankit ,3099,0,Defender,Amit Sheoran,3115,5,Defender,,,,,,,,,Mohit Chhillar,71,3,Defender,Manjeet Chhillar,69,4,All Rounder,V Ajith Kumar,3053,2,Raider,,False,False,Ajay Thakur,26,4,Raider,Ajeet ,3111,0,Defender
70,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-02 19:30+05:30,Haryana Steelers Won by 14 Pts,2019-09-02 19:30+05:30,Match Completed,14,10,kabaddi,"Kanteerava Indoor Stadium, Bengaluru",1755,League,Match 71,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Puneri Paltan,27,false,Haryana Steelers,41,true,Haryana Steelers,Sagar B Krishna,347,0,All Rounder,Jadhav Shahaji,3011,0,Defender,Surjeet Singh,322,5,Defender,Shubham Shinde,3103,2,Defender - Right corner,Nitin Tomar,320,8,raider,Vikash Khandola,366,11,raider,,,,,,,,,,False,False,,,,,,,,
71,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-02 20:30+05:30,Telugu Titans Won by 5 Pts,2019-09-02 20:30+05:30,Match Completed,5,10,kabaddi,"Kanteerava Indoor Stadium, Bengaluru",1756,League,Match 72,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Telugu Titans,35,true,Tamil Thalaivas,30,false,Telugu Titans,Armaan ,2298,3, ,Farhad Milaghardan,482,5,Defender,Abozar Mighani,489,1,Defender,,,,,,,,,Rahul Chaudhari,81,4,Raider,Manjeet Chhillar,69,2,All Rounder,V Ajith Kumar,3053,14,Raider,,False,False,Ajeet ,3111,1,Defender,Shabeer Bappu,105,5,Defender
72,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-04 19:30+05:30,Dabang Delhi K.C. Won by 2 Pts,2019-09-04 19:30+05:30,Match Completed,2,10,kabaddi,"Kanteerava Indoor Stadium, Bengaluru",1757,League,Match 73,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Jaipur Pink Panthers,44,false,Dabang Delhi K.C.,46,true,Dabang Delhi K.C.,Elavarasan ,3230,3,Defender,Pavan TR,3021,3,Defender,Deepak Hooda,41,11,all-rounder,Deepak Narwal,211,2,Raider,Sachin Narwal,3154,4,All Rounder,Vijay ,3081,4,all-rounder,Anil Kumar,311,2, ,Joginder Narwal,194,3,Defender,,False,False,Naveen Kumar,2296,16,Raider,Vishal Mane,123,1,Defender
73,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-04 20:30+05:30,Bengaluru Bulls Won by 1 Pts,2019-09-04 20:30+05:30,Match Completed,1,10,kabaddi,"Kanteerava Indoor Stadium, Bengaluru",1758,League,Match 74,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengaluru Bulls,40,true,Patna Pirates,39,false,Bengaluru Bulls,Mahender Singh,769,5,Defender,Ankit ,3099,0,Defender,Rohit Kumar,326,7,raider,Amit Sheoran,3115,2,Defender,Pawan Kumar,318,17,raider,Pardeep Narwal,197,14,Raider,Amit Kumar pat,3146,4,All Rounder,,,,,,False,False,,,,,,,,
74,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-09-05 19:30+05:30,,2019-09-05 19:30+05:30,Match Completed,,10,kabaddi,"Kanteerava Indoor Stadium, Bengaluru",1759,League,Match 75,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Puneri Paltan,33,false,U Mumba,33,false,Unknown,Hadi Tajik,301,2,defender,,,,,,,,,,,,,,,,,Fazel Atrachali,259,3,defender,Arjun Deshwal,2024,3,Raider,Surinder Singh,3086,2,Defender,,False,False,Athul M S,376,4,Raider,Abhishek Singh,2028,11,Raider
75,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-06 19:30+05:30,U.P. Yoddha Won by 12 Pts,2019-09-06 19:30+05:30,Match Completed,12,10,kabaddi,"Kanteerava Indoor Stadium, Bengaluru",1760,League,Match 76,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Patna Pirates,29,false,U.P. Yoddha,41,true,U.P. Yoddha,Neeraj Kumar,3107,0,Defender,Hadi Oshtorak,249,3,All Rounder,Mohammad Mahalli,3175,1,Raider,Jaideep ,579,1,Defender,Pardeep Narwal,197,14,Raider,Surender Gill,3241,7,Raider,Sachin Kumar,218,0,Defender,Shrikant Jadhav,106,10,raider,,False,False,Gurdeep ,2041,0,All Rounder,Ashu Singh,3239,4,Defender
76,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-06 20:30+05:30,Bengaluru Bulls Won by 1 Pts,2019-09-06 20:30+05:30,Match Completed,1,10,kabaddi,"Kanteerava Indoor Stadium, Bengaluru",1761,League,Match 77,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengaluru Bulls,40,true,Telugu Titans,39,false,Bengaluru Bulls,Mahender Singh,769,3,Defender,Rohit Kumar,326,5,raider,Vijay Kumar,768,1,Defender,Pawan Kumar,318,23,raider,Saurabh Nandal,3228,1,Defender,Rakesh Gowda,3046,4,Raider,Farhad Milaghardan,482,2,Defender,Siddharth Desai,2026,23,Raider,,False,False,Abozar Mighani,489,4,Defender,Krushna Madane,274,1,Defender
77,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-09-07 19:30+05:30,,2019-09-07 19:30+05:30,Match Completed,,9,kabaddi,"Netaji Indoor Stadium, Kolkata",1762,League,Match 78,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,25,false,Gujarat Giants,25,false,Unknown,Baldev Singh,621,3,Defender - Right Corner,Mohammad Nabibakhsh,3176,3,All Rounder,Adarsh T,3095,0,Defender - Left Corner,Sukesh Hegde,111,3,Raider,Maninder Singh,143,9,raider,Ankit ,3227,1,Defender,Rohit Gulia,3023,5,All Rounder,Sumit ,3226,1,Defender,,False,False,Sonu GFG,3128,6,Raider,Sachin ,757,6,Raider
78,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-07 20:30+05:30,Haryana Steelers Won by 22 Pts,2019-09-07 20:30+05:30,Match Completed,22,9,kabaddi,"Netaji Indoor Stadium, Kolkata",1763,League,Match 79,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Dabang Delhi K.C.,25,false,Haryana Steelers,47,true,Haryana Steelers,Vijay ,3081,1,all-rounder,Joginder Narwal,194,3,Defender,Ravinder Pahal,157,0,Defender,Meraj Sheykh,251,1,All Rounder,,,,,Prashanth Rai,155,10,raider,Sunil ,3106,4,Defender - Right Corner,Dharmaraj Cheralathan,42,4,Defender,,False,False,Vikas kale,179,5,Defender,Ravi Kumar,240,1,Defender
79,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-08 19:30+05:30,Dabang Delhi K.C. Won by 16 Pts,2019-09-08 19:30+05:30,Match Completed,16,9,kabaddi,"Netaji Indoor Stadium, Kolkata",1764,League,Match 80,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Dabang Delhi K.C.,50,true,Tamil Thalaivas,34,false,Dabang Delhi K.C.,Vijay ,3081,5,all-rounder,Anil Kumar,311,3, ,Joginder Narwal,194,0,Defender,Naveen Kumar,2296,17,Raider,Ravinder Pahal,157,2,Defender,Rahul Chaudhari,81,14,Raider,V Ajith Kumar,3053,9,Raider,Yashwant Bishnoi,2282,0, ,,False,False,Ran Singh,160,2,All Rounder,Sagar ,3236,2,Defender
80,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-08 20:30+05:30,Bengal Warriors Won by 3 Pts,2019-09-08 20:30+05:30,Match Completed,3,9,kabaddi,"Netaji Indoor Stadium, Kolkata",1765,League,Match 81,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,42,true,Puneri Paltan,39,false,Bengal Warriors,Baldev Singh,621,5,Defender - Right Corner,Mohammad Nabibakhsh,3176,6,All Rounder,Jeeva Kumar,54,1,Defender,Sukesh Hegde,111,6,Raider,Maninder Singh,143,10,raider,Hadi Tajik,301,3,defender,Surjeet Singh,322,2,Defender,Girish Maruti Ernak,161,3,Defender,,False,False,Shubham Shinde,3103,0,Defender - Right corner,Pankaj Mohite,3233,11,Raider
81,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-09 19:30+05:30,U.P. Yoddha Won by 7 Pts,2019-09-09 19:30+05:30,Match Completed,7,9,kabaddi,"Netaji Indoor Stadium, Kolkata",1766,League,Match 82,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,33,true,Gujarat Giants,26,false,U.P. Yoddha,Nitesh Kumar,3088,4,Defender,Rishank Devadiga,94,5,Raider,Surender Gill,3241,6,Raider,Amit ,3126,0,defender,Shrikant Jadhav,106,6,raider,Parvesh Bhainswal,357,0,defender,Sunil Kumar,368,7,Defender,Ruturaj Koravi,2023,0,Defender,,False,False,,,,,,,,
82,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-09 20:30+05:30,Patna Pirates Won by 26 Pts,2019-09-09 20:30+05:30,Match Completed,26,9,kabaddi,"Netaji Indoor Stadium, Kolkata",1767,League,Match 83,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Tamil Thalaivas,25,false,Patna Pirates,51,true,Patna Pirates,Rahul Chaudhari,81,5,Raider,Manjeet Chhillar,69,0,All Rounder,Obiero Victor,2257,1,all-rounder,Sagar ,3236,3,Defender,Anand ,2325,1, ,Neeraj Kumar,3107,3,Defender,Hadi Oshtorak,249,4,All Rounder,Purna Singh,3075,0, ,,False,False,,,,,,,,
83,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-09-11 19:30+05:30,,2019-09-11 19:30+05:30,Match Completed,,9,kabaddi,"Netaji Indoor Stadium, Kolkata",1768,League,Match 85,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Haryana Steelers,32,false,Jaipur Pink Panthers,32,false,Unknown,Chand Singh,3221,0,Defender,Prashanth Rai,155,5,raider,Sunil ,3106,5,Defender - Right Corner,Dharmaraj Cheralathan,42,3,Defender,Vikas kale,179,1,Defender,Elavarasan ,3230,1,Defender,Pavan TR,3021,1,Defender,Nitin Rawal,3065,0,all-rounder,,False,False,Nilesh Salunke,293,3,Defender,Elavarasan ,3230,1,Defender
84,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-11 20:30+05:30,Bengal Warriors Won by 3 Pts,2019-09-11 20:30+05:30,Match Completed,3,9,kabaddi,"Netaji Indoor Stadium, Kolkata",1769,League,Match 86,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,29,true,U Mumba,26,false,Bengal Warriors,Baldev Singh,621,1,Defender - Right Corner,Sukesh Hegde,111,8,Raider,K.Prapanjan ,219,0,raider,Rinku Narwal,3084,4,Defender,,,,,Fazel Atrachali,259,4,defender,Surinder Singh,3086,0,Defender,Abhishek Singh,2028,3,Raider,,False,False,Sandeep Narwal,142,1,all-rounder,Young Chang Ko,519,0,Defender
85,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-12 19:30+05:30,Patna Pirates Won by 3 Pts,2019-09-12 19:30+05:30,Match Completed,3,9,kabaddi,"Netaji Indoor Stadium, Kolkata",1770,League,Match 87,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Jaipur Pink Panthers,33,false,Patna Pirates,36,true,Patna Pirates,Pavan TR,3021,0,Defender,Sandeep Dhull,290,5,Defender,Ajinkya Ashok Pawar,3097,3,Raider,Sushil Gulia,3052,8,Raider,Nilesh Salunke,293,2,Defender,Jang Lee,12,8,Raider,Hadi Oshtorak,249,1,All Rounder,Mohammad Mahalli,3175,0,Raider,,False,False,Jaideep ,579,3,Defender,Monu ,3082,0,Raider
86,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-10 19:30+05:30,U Mumba Won by 14 Pts,2019-09-10 19:30+05:30,Match Completed,14,9,kabaddi,"Netaji Indoor Stadium, Kolkata",1771,League,Match 84,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Telugu Titans,27,false,U Mumba,41,true,U Mumba,Rakesh Gowda,3046,7,Raider,Farhad Milaghardan,482,4,Defender,Vishal Bharadwaj,3083,4,defender,Siddharth Desai,2026,4,Raider,Abozar Mighani,489,1,Defender,Arjun Deshwal,2024,10,Raider,Surinder Singh,3086,3,Defender,Abhishek Singh,2028,3,Raider,,False,False,Sandeep Narwal,142,4,all-rounder,Rohit Baliyan,261,7,Raider
87,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-12 20:30+05:30,Bengal Warriors Won by 2 Pts,2019-09-12 20:30+05:30,Match Completed,2,9,kabaddi,"Netaji Indoor Stadium, Kolkata",1772,League,Match 88,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,42,true,Bengaluru Bulls,40,false,Bengal Warriors,Baldev Singh,621,2,Defender - Right Corner,Mohammad Nabibakhsh,3176,9,All Rounder,Adarsh T,3095,2,Defender - Left Corner,Sukesh Hegde,111,5,Raider,Maninder Singh,143,17,raider,Ajay ,3096,0, ,Sumit Singh,3104,7,raider,Ankit ,3099,3,Defender,,False,False,Amit Sheoran,3115,1,Defender,Saurabh Nandal,3228,3,Defender
88,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-14 19:30+05:30,Puneri Paltan Won by 10 Pts,2019-09-14 19:30+05:30,Match Completed,10,1021,kabaddi,"SHREE SHIV CHHATRAPATI SPORTS COMPLEX, Pune",1773,League,Match 89,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Puneri Paltan,43,true,Gujarat Giants,33,false,Puneri Paltan,Manjeet ,763,7,raider,Hadi Tajik,301,4,defender,Jadhav Shahaji,3011,5,Defender,Surjeet Singh,322,5,Defender,Nitin Tomar,320,11,raider,Lalit Chaudhary,2306,3, ,Pankaj ,3089,1,All Rounder,Ankit ,3227,0,Defender,,False,False,Rohit Gulia,3023,7,All Rounder,Sachin ,757,10,Raider
89,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-14 20:30+05:30,Haryana Steelers Won by 8 Pts,2019-09-14 20:30+05:30,Match Completed,8,1021,kabaddi,"SHREE SHIV CHHATRAPATI SPORTS COMPLEX, Pune",1774,League,Match 90,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Tamil Thalaivas,35,false,Haryana Steelers,43,true,Haryana Steelers,Mohit Chhillar,71,4,Defender,Ran Singh,160,1,All Rounder,Obiero Victor,2257,5,all-rounder,,,,,,,,,Chand Singh,3221,1,Defender,Dharmaraj Cheralathan,42,3,Defender,Vikas kale,179,4,Defender,,False,False,Ravi Kumar,240,3,Defender,Vinay ,3054,10,Raider
90,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-15 19:30+05:30,Dabang Delhi K.C. Won by 4 Pts,2019-09-15 19:30+05:30,Match Completed,4,1021,kabaddi,"SHREE SHIV CHHATRAPATI SPORTS COMPLEX, Pune",1775,League,Match 91,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Dabang Delhi K.C.,34,true,Gujarat Giants,30,false,Dabang Delhi K.C.,Anil Kumar,311,1, ,Joginder Narwal,194,3,Defender,Naveen Kumar,2296,12,Raider,Vishal Mane,123,3,Defender,Ravinder Pahal,157,2,Defender,Vinod Kumar,764,2,Raider,Pankaj ,3089,2,All Rounder,Parvesh Bhainswal,357,0,defender,,False,False,Sunil Kumar,368,1,Defender,Ruturaj Koravi,2023,1,Defender
91,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-15 20:30+05:30,Patna Pirates Won by 22 Pts,2019-09-15 20:30+05:30,Match Completed,22,1021,kabaddi,"SHREE SHIV CHHATRAPATI SPORTS COMPLEX, Pune",1776,League,Match 92,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Puneri Paltan,33,false,Patna Pirates,55,true,Patna Pirates,Manjeet ,763,8,raider,Girish Maruti Ernak,161,1,Defender,Nitin Tomar,320,6,raider,Pankaj Mohite,3233,7,Raider,,,,,Jang Lee,12,3,Raider,Neeraj Kumar,3107,11,Defender,Jaideep ,579,2,Defender,,False,False,Pardeep Narwal,197,18,Raider,Ravinder ,3208,0,All Rounder
92,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-16 19:30+05:30,U.P. Yoddha Won by 6 Pts,2019-09-16 19:30+05:30,Match Completed,6,1021,kabaddi,"SHREE SHIV CHHATRAPATI SPORTS COMPLEX, Pune",1777,League,Match 93,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Jaipur Pink Panthers,32,false,U.P. Yoddha,38,true,U.P. Yoddha,Vishal ,3159,3,defender,Sandeep Dhull,290,3,Defender,Amit Hooda,212,2,Defender,Sushil Gulia,3052,5,Raider,Nilesh Salunke,293,1,Defender,Nitesh Kumar,3088,3,Defender,Rishank Devadiga,94,8,Raider,Sumit ,3240,2,Defender,,False,False,Amit ,3126,2,defender,Shrikant Jadhav,106,9,raider
93,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-16 20:30+05:30,Dabang Delhi K.C. Won by 8 Pts,2019-09-16 20:30+05:30,Match Completed,8,1021,kabaddi,"SHREE SHIV CHHATRAPATI SPORTS COMPLEX, Pune",1778,League,Match 94,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Telugu Titans,29,false,Dabang Delhi K.C.,37,true,Dabang Delhi K.C.,Farhad Milaghardan,482,4,Defender,Vishal Bharadwaj,3083,1,defender,Siddharth Desai,2026,12,Raider,Abozar Mighani,489,3,Defender,Krushna Madane,274,1,Defender,Vijay ,3081,6,all-rounder,Joginder Narwal,194,1,Defender,,,,,,False,False,,,,,,,,
94,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-18 19:30+05:30,U Mumba Won by 3 Pts,2019-09-18 19:30+05:30,Match Completed,3,1021,kabaddi,"SHREE SHIV CHHATRAPATI SPORTS COMPLEX, Pune",1779,League,Match 95,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,39,true,U.P. Yoddha,36,false,U Mumba,Fazel Atrachali,259,3,defender,Surinder Singh,3086,6,Defender,Abhishek Singh,2028,11,Raider,Sandeep Narwal,142,1,all-rounder,Young Chang Ko,519,0,Defender,Nitesh Kumar,3088,0,Defender,Rishank Devadiga,94,9,Raider,Sumit ,3240,3,Defender,,False,False,Surender Gill,3241,4,Raider,Amit ,3126,0,defender
95,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-09-18 20:30+05:30,,2019-09-18 20:30+05:30,Match Completed,,1021,kabaddi,"SHREE SHIV CHHATRAPATI SPORTS COMPLEX, Pune",1780,League,Match 96,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Puneri Paltan,36,false,Tamil Thalaivas,36,false,Unknown,,,,,,,,,,,,,,,,,,,,,Rahul Chaudhari,81,4,Raider,Manjeet Chhillar,69,0,All Rounder,V Ajith Kumar,3053,18,Raider,,False,False,Shabeer Bappu,105,4,Defender,Ran Singh,160,1,All Rounder
96,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-19 19:30+05:30,Bengal Warriors Won by 12 Pts,2019-09-19 19:30+05:30,Match Completed,12,1021,kabaddi,"SHREE SHIV CHHATRAPATI SPORTS COMPLEX, Pune",1781,League,Match 97,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,48,true,Haryana Steelers,36,false,Bengal Warriors,Mohammad Nabibakhsh,3176,5,All Rounder,Adarsh T,3095,0,Defender - Left Corner,Maninder Singh,143,18,raider,Rinku Narwal,3084,3,Defender,,,,,Sunil ,3106,0,Defender - Right Corner,Ravi Kumar,240,2,Defender,Vinay ,3054,14,Raider,,False,False,Naveen ,2357,5,Raider,Vikash Khandola,366,9,raider
97,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-09-20 19:30+05:30,,2019-09-20 19:30+05:30,Match Completed,,1021,kabaddi,"SHREE SHIV CHHATRAPATI SPORTS COMPLEX, Pune",1782,League,Match 98,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Telugu Titans,42,false,Patna Pirates,42,false,Unknown,Rakesh Gowda,3046,3,Raider,Rajnish ,2290,10,Raider,Farhad Milaghardan,482,2,Defender,Abozar Mighani,489,3,Defender,,,,,Vikash Jaglan,121,4,all-rounder,Jang Lee,12,7,Raider,Neeraj Kumar,3107,1,Defender,,False,False,Hadi Oshtorak,249,5,All Rounder,Jaideep ,579,2,Defender
98,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-20 20:30+05:30,Puneri Paltan Won by 4 Pts,2019-09-20 20:30+05:30,Match Completed,4,1021,kabaddi,"SHREE SHIV CHHATRAPATI SPORTS COMPLEX, Pune",1783,League,Match 99,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Puneri Paltan,42,true,Bengaluru Bulls,38,false,Puneri Paltan,Sagar B Krishna,347,7,All Rounder,Manjeet ,763,0,raider,Jadhav Shahaji,3011,1,Defender,Surjeet Singh,322,6,Defender,Nitin Tomar,320,0,raider,Mohit Sehrawat,3019,1,Defender,Mahender Singh,769,2,Defender,Sumit Singh,3104,4,raider,,False,False,Rohit Kumar,326,14,raider,Amit Sheoran,3115,1,Defender
99,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-09-21 19:30+05:30,,2019-09-21 19:30+05:30,Match Completed,,4,kabaddi,"Sawai Man Singh Indoor Stadium, Jaipur",1784,League,Match 100,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Jaipur Pink Panthers,28,false,Gujarat Giants,28,false,Unknown,Vishal ,3159,9,defender,Santhapanaselvam ,3076,4,All Rounder,,,,,,,,,,,,,Pankaj ,3089,3,All Rounder,Parvesh Bhainswal,357,5,defender,Sunil Kumar,368,3,Defender,,False,False,Ruturaj Koravi,2023,1,Defender,More G B,772,4,Raider
100,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-21 20:30+05:30,U.P. Yoddha Won by 20 Pts,2019-09-21 20:30+05:30,Match Completed,20,4,kabaddi,"Sawai Man Singh Indoor Stadium, Jaipur",1785,League,Match 101,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,42,true,Tamil Thalaivas,22,false,U.P. Yoddha,Nitesh Kumar,3088,1,Defender,Sumit ,3240,5,Defender,Shrikant Jadhav,106,8,raider,Gurdeep ,2041,2,All Rounder,Azad Singh,2316,1, ,Rahul Chaudhari,81,5,Raider,Mohit Chhillar,71,1,Defender,Yashwant Bishnoi,2282,0, ,,False,False,Ran Singh,160,4,All Rounder,Vineet Sharma,268,1,Raider
101,"Pro Kabaddi League Season 7, 2019",W,11,2019-09-22 19:30+05:30,U Mumba Won by 6 Pts,2019-09-22 19:30+05:30,Match Completed,6,4,kabaddi,"Sawai Man Singh Indoor Stadium, Jaipur",1786,League,Match 102,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,31,true,Gujarat Giants,25,false,U Mumba,Fazel Atrachali,259,2,defender,Surinder Singh,3086,4,Defender,Abhishek Singh,2028,11,Raider,Sandeep Narwal,142,3,all-rounder,Young Chang Ko,519,0,Defender,Vinod Kumar,764,0,Raider,Pankaj ,3089,1,All Rounder,Parvesh Bhainswal,357,1,defender,,False,False,Rohit Gulia,3023,9,All Rounder,Ruturaj Koravi,2023,2,Defender
